Date,precio_bogota,colcap
2021-01-27,54267.4609375,1374.85
2021-01-28,53087.45703125,1367.2
2021-01-29,55600.8203125,1348.12
2021-02-01,55600.8203125,1357.16
2021-02-02,55067.4765625,1368.3
2021-02-03,53814.13671875,1359.03
2021-02-04,53534.1484375,1359.63
2021-02-05,53194.1171875,1370.46
2021-02-08,53674.13671875,1383.38
2021-02-09,54000.80859375,1380.29
2021-02-10,53467.4609375,1374.2
2021-02-11,53667.4765625,1367.79
2021-02-12,53527.484375,1365.95
2021-02-15,55494.15234375,1369.39
2021-02-16,55467.484375,1363.17
2021-02-17,55534.1484375,1366.29
2021-02-18,54654.16015625,1353.68
2021-02-19,53734.1328125,1352.57
2021-02-22,54007.46875,1352.21
2021-02-23,55517.7578125,1355.24
2021-02-24,54219.01171875,1370.75
2021-02-25,53696.84765625,1335.79
2021-02-26,52893.50390625,1359.48
2021-03-01,52933.67578125,1355.7
2021-03-02,52886.80078125,1350.04
2021-03-03,52906.89453125,1347.22
2021-03-04,52906.89453125,1337.12
2021-03-05,52444.96875,1344.72
2021-03-08,53522.7734375,1336.98
2021-03-09,53221.53515625,1341.73
2021-03-10,52337.86328125,1347.47
2021-03-11,52337.86328125,1350.35
2021-03-12,52806.45703125,1353.68
2021-03-15,52886.80078125,1356.98
2021-03-16,53034.1015625,1350.14
2021-03-17,53034.1015625,1343.56
2021-03-18,52886.80078125,1325.59
2021-03-19,52485.13671875,1324.54
2021-03-23,52485.13671875,1319.82
2021-03-24,52485.13671875,1325.33
2021-03-25,52485.13671875,1320.11
2021-03-26,53021.25,1314.46
2021-03-29,53054.86328125,1320.83
2021-03-30,53027.98046875,1327.32
2021-03-31,52403.1875,1316.81
2021-04-05,52940.62890625,1323.97
2021-04-06,53041.42578125,1324.35
2021-04-07,53027.98046875,1335.89
2021-04-08,51885.84765625,1325.93
2021-04-09,51731.34375,1322.11
2021-04-12,51731.34375,1317.76
2021-04-13,51724.609375,1312.55
2021-04-14,51724.609375,1320.96
2021-04-15,52658.46484375,1321.8
2021-04-16,51704.453125,1317.08
2021-04-19,51502.91796875,1312.62
2021-04-20,51509.62109375,1311.39
2021-04-21,51435.734375,1305.14
2021-04-22,51086.3671875,1296.07
2021-04-23,50757.171875,1282.21
2021-04-26,51529.77734375,1286.57
2021-04-27,52930.9296875,1293.15
2021-04-28,52371.27734375,1286.16
2021-04-29,53214.125,1278.0
2021-04-30,52930.9296875,1250.65
2021-05-03,52526.359375,1216.62
2021-05-04,51926.25390625,1217.67
2021-05-05,51319.40234375,1240.04
2021-05-06,51245.22265625,1266.56
2021-05-07,50570.95703125,1281.93
2021-05-10,50570.95703125,1311.73
2021-05-11,50233.8203125,1292.14
2021-05-12,50557.4765625,1285.33
2021-05-13,50334.95703125,1262.29
2021-05-14,50233.8203125,1289.75
2021-05-18,50098.953125,1268.14
2021-05-19,49667.41796875,1265.64
2021-05-20,48885.2578125,1254.62
2021-05-21,47469.26171875,1244.08
2021-05-24,46188.14453125,1227.68
2021-05-25,46174.65234375,1203.8
2021-05-26,45360.859375,1190.78
2021-05-27,45699.3828125,1182.18
2021-05-28,47229.45703125,1206.63
2021-05-31,47391.96484375,1200.9
2021-06-01,48299.16796875,1223.18
2021-06-02,48651.21484375,1247.98
2021-06-03,48339.78125,1258.26
2021-06-04,48197.609375,1245.44
2021-06-08,48664.76171875,1258.64
2021-06-09,48746.0,1255.31
2021-06-10,49355.32421875,1260.21
2021-06-11,47744.00390625,1261.61
2021-06-15,48746.0,1252.27
2021-06-16,48739.23828125,1250.78
2021-06-17,47642.453125,1248.79
2021-06-18,47527.35546875,1257.29
2021-06-21,48055.4296875,1246.44
2021-06-22,47391.96484375,1242.7
2021-06-23,47053.4296875,1246.96
2021-06-24,47391.96484375,1278.81
2021-06-25,47913.984375,1284.2
2021-06-28,47580.92578125,1270.88
2021-06-29,47540.1328125,1257.0
2021-06-30,47444.984375,1248.83
2021-07-01,47920.78515625,1260.42
2021-07-02,47832.4140625,1289.38
2021-07-06,46901.1875,1272.05
2021-07-07,48260.6484375,1286.43
2021-07-08,48247.04296875,1284.04
2021-07-09,48233.44140625,1293.02
2021-07-12,48233.44140625,1298.44
2021-07-13,48593.71875,1293.76
2021-07-14,48457.75390625,1284.44
2021-07-15,48457.75390625,1273.21
2021-07-16,48437.3671875,1272.49
2021-07-19,47574.12109375,1238.12
2021-07-21,47438.16796875,1250.71
2021-07-22,47907.171875,1251.87
2021-07-23,47900.3828125,1254.24
2021-07-26,47574.12109375,1256.31
2021-07-27,46405.7734375,1249.61
2021-07-28,46849.3671875,1243.13
2021-07-29,47681.94140625,1245.86
2021-07-30,46603.68359375,1236.73
2021-08-02,46405.7734375,1236.03
2021-08-03,47620.51171875,1235.53
2021-08-04,46815.23046875,1240.84
2021-08-05,47224.703125,1227.35
2021-08-06,47333.90625,1226.59
2021-08-09,46487.66796875,1229.44
2021-08-10,46535.4453125,1236.31
2021-08-11,46112.34375,1246.69
2021-08-12,46542.2734375,1258.53
2021-08-13,47763.84375,1268.79
2021-08-17,48439.4296875,1301.69
2021-08-18,50015.875,1325.93
2021-08-19,49135.53125,1329.67
2021-08-20,49463.109375,1326.91
2021-08-23,49688.3046875,1334.48
2021-08-24,49681.48828125,1328.29
2021-08-25,49988.6015625,1329.79
2021-08-26,50192.73046875,1313.99
2021-08-27,50000.89453125,1325.51
2021-08-30,49322.72265625,1322.57
2021-08-31,48295.16796875,1319.96
2021-09-01,48980.19140625,1321.27
2021-09-02,48671.94140625,1331.9
2021-09-03,48028.0078125,1327.47
2021-09-06,48028.0078125,1327.09
2021-09-07,48226.66015625,1320.98
2021-09-08,48302.01953125,1320.39
2021-09-09,48760.984375,1322.78
2021-09-10,48952.80859375,1320.52
2021-09-13,48966.5078125,1312.43
2021-09-14,49487.125,1310.22
2021-09-15,49322.72265625,1322.14
2021-09-16,50912.01171875,1323.37
2021-09-17,50213.26953125,1321.85
2021-09-20,49925.5625,1306.62
2021-09-21,49925.5625,1301.46
2021-09-22,50213.26953125,1310.25
2021-09-23,50213.26953125,1312.22
2021-09-24,50213.26953125,1309.38
2021-09-27,50404.4453125,1345.4
2021-09-28,50459.4375,1350.53
2021-09-29,50198.14453125,1360.41
2021-09-30,49661.7890625,1361.95
2021-10-01,50177.51953125,1370.25
2021-10-04,49991.84765625,1381.76
2021-10-05,49579.265625,1383.22
2021-10-06,50535.09375,1381.86
2021-10-07,51092.08984375,1393.5
2021-10-08,50748.2578125,1401.0
2021-10-11,50679.48828125,1406.25
2021-10-12,50425.07421875,1386.45
2021-10-13,50425.07421875,1394.22
2021-10-14,50198.14453125,1416.68
2021-10-15,50878.90625,1426.2
2021-10-19,51071.46875,1416.49
2021-10-20,50741.375,1414.1
2021-10-21,50741.375,1410.2
2021-10-22,50535.09375,1399.64
2021-10-25,50679.48828125,1402.04
2021-10-26,51085.37890625,1413.32
2021-10-27,51085.37890625,1404.09
2021-10-28,52452.06640625,1407.92
2021-10-29,52389.9296875,1394.04
2021-11-02,51768.70703125,1390.5
2021-11-03,51285.546875,1404.52
2021-11-04,50740.23828125,1392.19
2021-11-05,50388.20703125,1388.56
2021-11-08,50443.42578125,1394.23
2021-11-09,51395.99609375,1384.59
2021-11-10,51354.5546875,1365.65
2021-11-11,50388.20703125,1365.84
2021-11-12,50443.42578125,1356.48
2021-11-16,50733.33984375,1333.47
2021-11-17,50043.08203125,1330.57
2021-11-18,50250.16015625,1337.52
2021-11-19,49704.87109375,1298.64
2021-11-22,49697.97265625,1312.18
2021-11-23,49076.7421875,1316.43
2021-11-24,49007.71484375,1330.18
2021-11-25,49886.38671875,1338.85
2021-11-26,49207.27734375,1318.31
2021-11-29,49207.27734375,1347.45
2021-11-30,48853.875,1373.84
2021-12-01,48507.40234375,1418.24
2021-12-02,49186.49609375,1440.89
2021-12-03,49214.21484375,1431.94
2021-12-06,48853.875,1430.66
2021-12-07,48521.25,1409.94
2021-12-09,48043.1171875,1399.15
2021-12-10,48036.1796875,1389.16
2021-12-13,48597.46875,1353.91
2021-12-14,48160.90625,1358.8
2021-12-15,48507.40234375,1375.2
2021-12-16,49886.38671875,1407.88
2021-12-17,49872.53515625,1395.0
2021-12-20,49539.91015625,1380.89
2021-12-21,48514.3203125,1378.82
2021-12-22,49546.8515625,1394.49
2021-12-23,49824.0234375,1395.46
2021-12-24,49824.0234375,1401.66
2021-12-27,49200.35546875,1404.62
2021-12-28,49372.89453125,1408.2
2021-12-29,48927.640625,1415.79
2021-12-30,48837.21484375,1410.97
2022-01-03,48837.21484375,1415.06
2022-01-04,49045.90625,1423.88
2022-01-05,49045.90625,1402.4
2022-01-06,48913.7421875,1381.74
2022-01-07,50367.7265625,1394.22
2022-01-11,51480.81640625,1422.57
2022-01-12,49672.04296875,1450.75
2022-01-13,49678.98046875,1466.67
2022-01-14,49240.70703125,1431.84
2022-01-17,49240.70703125,1522.21
2022-01-18,49240.70703125,1585.23
2022-01-19,49240.70703125,1582.84
2022-01-20,52524.3515625,1547.47
2022-01-21,52872.17578125,1523.56
2022-01-24,52941.7578125,1522.12
2022-01-25,53414.82421875,1527.48
2022-01-26,52387.046875,1522.26
2022-01-27,52715.234375,1520.63
2022-01-28,52715.234375,1529.85
2022-01-31,53622.88671875,1536.92
2022-02-01,54181.4609375,1538.02
2022-02-02,52387.046875,1529.53
2022-02-03,52854.85546875,1516.27
2022-02-04,53748.57421875,1522.41
2022-02-07,53085.28125,1533.51
2022-02-08,53399.453125,1523.73
2022-02-09,53245.86328125,1508.71
2022-02-10,53064.3046875,1475.28
2022-02-11,53064.3046875,1492.8
2022-02-14,52387.046875,1480.77
2022-02-15,52345.1484375,1487.19
2022-02-16,52017.0,1502.69
2022-02-17,52924.671875,1503.0
2022-02-18,52757.125,1493.88
2022-02-21,52345.1484375,1495.04
2022-02-22,51018.5546875,1492.49
2022-02-23,52180.60546875,1510.2
2022-02-24,51514.77734375,1509.55
2022-02-25,51654.953125,1516.24
2022-02-28,50596.6171875,1527.75
2022-03-01,50393.36328125,1538.57
2022-03-02,50386.36328125,1530.3
2022-03-03,51129.30078125,1534.45
2022-03-04,50771.8515625,1542.13
2022-03-07,51129.30078125,1538.27
2022-03-08,50463.4609375,1535.28
2022-03-09,51087.2421875,1537.52
2022-03-10,49972.8359375,1543.26
2022-03-11,49972.8359375,1548.46
2022-03-14,50393.36328125,1517.85
2022-03-15,50106.0,1522.19
2022-03-16,49159.8203125,1528.12
2022-03-17,48052.42578125,1542.97
2022-03-18,47800.10546875,1539.7
2022-03-22,47800.10546875,1555.86
2022-03-23,47800.10546875,1587.4
2022-03-24,47800.10546875,1593.5
2022-03-25,47800.10546875,1606.88
2022-03-28,47800.10546875,1598.58
2022-03-29,47800.10546875,1599.18
2022-03-30,47800.10546875,1601.35
2022-03-31,34798.75390625,1616.08
2022-04-01,35184.2421875,1626.89
2022-04-04,35184.2421875,1618.39
2022-04-05,35815.03125,1633.95
2022-04-06,37146.71484375,1626.1
2022-04-07,37146.71484375,1628.85
2022-04-08,37146.71484375,1625.53
2022-04-11,37567.22265625,1630.89
2022-04-12,38408.296875,1626.17
2022-04-13,36515.9140625,1615.12
2022-04-18,36719.16796875,1603.8
2022-04-19,36656.09375,1603.6
2022-04-20,36796.265625,1635.71
2022-04-21,36515.9140625,1616.87
2022-04-22,36361.72265625,1614.75
2022-04-25,35394.5,1576.06
2022-04-26,36095.38671875,1575.37
2022-04-27,35121.15625,1586.26
2022-04-28,35373.4921875,1592.99
2022-04-29,35373.4921875,1562.46
2022-05-02,35324.41796875,1582.67
2022-05-03,34490.375,1593.36
2022-05-04,34336.18359375,1613.72
2022-05-05,34146.94921875,1581.65
2022-05-06,34146.94921875,1556.15
2022-05-09,33642.3125,1511.39
2022-05-10,34336.18359375,1511.73
2022-05-11,34308.13671875,1509.0
2022-05-12,33642.3125,1505.8
2022-05-13,33992.73828125,1512.12
2022-05-16,36368.7265625,1517.19
2022-05-17,36656.09375,1506.32
2022-05-18,37146.71484375,1465.19
2022-05-19,35744.94921875,1411.11
2022-05-20,37146.71484375,1459.25
2022-05-23,36452.83984375,1482.8
2022-05-24,36144.4375,1482.77
2022-05-25,36130.41796875,1491.48
2022-05-26,37420.05859375,1508.62
2022-05-27,37497.140625,1532.31
2022-05-31,39894.16796875,1603.23
2022-06-01,41352.0,1604.54
2022-06-02,41688.41796875,1610.21
2022-06-03,42753.74609375,1614.09
2022-06-06,44155.52734375,1608.21
2022-06-07,44169.5390625,1587.07
2022-06-08,44008.3359375,1560.76
2022-06-09,43594.8203125,1526.79
2022-06-10,43307.45703125,1530.73
2022-06-13,43104.19921875,1484.58
2022-06-14,41387.05078125,1501.18
2022-06-15,37504.16015625,1463.55
2022-06-16,37504.16015625,1473.19
2022-06-17,38646.58984375,1454.02
2022-06-21,42454.30859375,1398.42
2022-06-22,42454.30859375,1372.2
2022-06-23,40309.81640625,1338.83
2022-06-24,40309.81640625,1365.96
2022-06-28,40309.81640625,1381.09
2022-06-29,40309.81640625,1346.88
2022-06-30,37085.015625,1322.88
2022-07-01,37568.75,1357.98
2022-07-05,37085.015625,1333.69
2022-07-06,37085.015625,1336.49
2022-07-07,37826.734375,1350.26
2022-07-08,37447.81640625,1354.92
2022-07-11,37246.27734375,1344.65
2022-07-12,37044.71875,1347.88
2022-07-13,36641.62890625,1319.29
2022-07-14,35053.41015625,1272.51
2022-07-15,32731.587890625,1274.19
2022-07-18,33376.52734375,1281.71
2022-07-19,33457.14453125,1303.01
2022-07-21,33860.25390625,1291.55
2022-07-22,33860.25390625,1259.8
2022-07-25,33376.52734375,1289.89
2022-07-26,33376.52734375,1294.82
2022-07-27,33376.52734375,1300.17
2022-07-28,33860.25390625,1320.2
2022-07-29,33457.14453125,1295.96
2022-08-01,33690.95703125,1272.1
2022-08-02,33690.95703125,1281.28
2022-08-03,32941.19140625,1279.2
2022-08-04,32691.265625,1281.45
2022-08-05,33618.3828125,1300.09
2022-08-08,35045.36328125,1333.07
2022-08-09,35021.16796875,1322.08
2022-08-10,34343.9609375,1314.08
2022-08-11,33860.25390625,1324.48
2022-08-12,33666.7578125,1330.82
2022-08-16,33666.7578125,1321.38
2022-08-17,34343.9609375,1323.22
2022-08-18,34279.4609375,1324.12
2022-08-19,33860.25390625,1307.78
2022-08-22,33054.04296875,1293.27
2022-08-23,31868.9453125,1289.54
2022-08-24,31764.138671875,1291.98
2022-08-25,31764.138671875,1304.36
2022-08-26,32247.857421875,1298.84
2022-08-29,32167.23046875,1289.86
2022-08-30,32005.994140625,1270.29
2022-08-31,32247.857421875,1228.33
2022-09-01,29748.646484375,1224.0
2022-09-02,31844.7578125,1232.91
2022-09-05,31828.63671875,1236.74
2022-09-06,30635.4453125,1227.08
2022-09-07,29829.26953125,1210.3
2022-09-08,29506.783203125,1202.96
2022-09-09,29506.783203125,1222.51
2022-09-12,29829.26953125,1235.54
2022-09-13,28861.83203125,1228.09
2022-09-14,28861.83203125,1218.76
2022-09-15,28458.736328125,1213.7
2022-09-16,27184.9375,1209.58
2022-09-19,27184.9375,1205.45
2022-09-20,27168.8203125,1194.83
2022-09-21,26225.55859375,1197.75
2022-09-22,26225.55859375,1201.61
2022-09-23,25193.62890625,1157.27
2022-09-26,23057.21875,1112.84
2022-09-27,22597.685546875,1123.81
2022-09-28,23218.45703125,1130.35
2022-09-29,22775.044921875,1135.78
2022-09-30,23008.845703125,1128.24
2022-10-03,23919.853515625,1156.7
2022-10-04,24597.052734375,1197.44
2022-10-05,24750.234375,1215.36
2022-10-06,24750.234375,1218.15
2022-10-07,24669.60546875,1209.1
2022-10-10,24669.60546875,1198.83
2022-10-11,24669.60546875,1180.9
2022-10-12,24669.60546875,1176.64
2022-10-13,23581.244140625,1177.65
2022-10-14,24185.896484375,1168.32
2022-10-18,23557.0546875,1188.74
2022-10-19,23379.697265625,1197.4
2022-10-20,23379.697265625,1222.63
2022-10-21,22976.59765625,1231.64
2022-10-24,21767.296875,1195.68
2022-10-25,21364.203125,1209.12
2022-10-26,21396.44921875,1202.0
2022-10-27,20961.1015625,1211.76
2022-10-28,20961.1015625,1219.69
2022-10-31,20961.1015625,1231.52
2022-11-01,21767.296875,1254.39
2022-11-02,22573.490234375,1245.1
2022-11-03,22226.830078125,1215.51
2022-11-04,22017.21875,1244.24
2022-11-08,22895.978515625,1252.67
2022-11-09,22718.609375,1249.55
2022-11-10,24177.826171875,1278.26
2022-11-11,24185.896484375,1266.56
2022-11-15,24185.896484375,1285.29
2022-11-16,24508.3671875,1279.0
2022-11-17,23621.552734375,1295.81
2022-11-18,24185.896484375,1282.68
2022-11-21,24992.083984375,1231.54
2022-11-22,24992.083984375,1255.82
2022-11-23,25395.181640625,1266.0
2022-11-24,25395.181640625,1267.93
2022-11-25,27394.560546875,1266.25
2022-11-28,27330.0625,1240.99
2022-11-29,26689.818359375,1248.36
2022-11-30,25798.28125,1242.63
2022-12-01,27410.67578125,1235.45
2022-12-02,27330.0625,1240.93
2022-12-05,27281.0,1217.68
2022-12-06,27330.0625,1236.59
2022-12-07,27410.67578125,1229.65
2022-12-09,27410.67578125,1236.18
2022-12-12,27007.5859375,1228.71
2022-12-13,27249.435546875,1229.69
2022-12-14,25725.724609375,1230.37
2022-12-15,25757.97265625,1222.46
2022-12-16,26217.505859375,1211.59
2022-12-19,27402.611328125,1215.44
2022-12-20,28136.251953125,1227.62
2022-12-21,29829.26953125,1249.84
2022-12-22,29748.646484375,1227.57
2022-12-23,29748.646484375,1252.68
2022-12-26,29533.0703125,1247.56
2022-12-27,30635.4453125,1260.55
2022-12-28,32247.857421875,1266.52
2022-12-29,29829.26953125,1286.07
2023-01-02,31041.791015625,1283.87
2023-01-03,32167.23046875,1269.56
2023-01-04,31664.669921875,1291.8
2023-01-05,32239.791015625,1318.74
2023-01-06,32167.23046875,1326.74
2023-01-10,31925.375,1334.69
2023-01-11,32247.857421875,1342.91
2023-01-12,31522.283203125,1336.65
2023-01-13,31522.283203125,1337.44
2023-01-16,31063.46484375,1335.15
2023-01-17,32167.23046875,1333.86
2023-01-18,32247.857421875,1337.89
2023-01-19,31193.94140625,1332.5
2023-01-20,31839.37890625,1337.4
2023-01-23,32247.857421875,1331.77
2023-01-24,30256.548828125,1310.5
2023-01-25,29264.9296875,1301.28
2023-01-26,28910.203125,1301.9
2023-01-27,29829.26953125,1285.89
2023-01-30,28482.912109375,1280.22
2023-01-31,28555.486328125,1290.11
2023-02-01,28555.486328125,1268.48
2023-02-02,29023.0625,1260.1
2023-02-03,29426.169921875,1263.25
2023-02-06,29410.048828125,1268.49
2023-02-07,29023.0625,1270.09
2023-02-08,27942.763671875,1264.1
2023-02-09,27168.8203125,1245.63
2023-02-10,26604.48046875,1245.65
2023-02-13,26604.48046875,1240.18
2023-02-14,26604.48046875,1222.74
2023-02-15,26201.388671875,1219.44
2023-02-16,25607.205078125,1226.34
2023-02-17,25423.31640625,1209.86
2023-02-20,25798.28125,1210.92
2023-02-21,25153.326171875,1198.14
2023-02-22,24839.28515625,1187.55
2023-02-23,23782.79296875,1192.24
2023-02-24,22912.095703125,1193.54
2023-02-27,22460.630859375,1206.22
2023-02-28,20219.40625,1187.56
2023-03-01,20114.603515625,1198.89
2023-03-02,20558.0078125,1189.09
2023-03-03,20719.2421875,1214.55
2023-03-06,20719.2421875,1235.67
2023-03-07,20719.2421875,1236.75
2023-03-08,21678.619140625,1241.44
2023-03-09,22130.08984375,1210.68
2023-03-10,21847.916015625,1187.27
2023-03-13,21735.0546875,1154.07
2023-03-14,22412.265625,1156.17
2023-03-15,22573.490234375,1111.75
2023-03-16,23992.408203125,1118.43
2023-03-17,23992.408203125,1110.39
2023-03-21,23379.697265625,1129.63
2023-03-22,23782.79296875,1121.24
2023-03-23,23672.37109375,1096.92
2023-03-24,23210.390625,1106.24
2023-03-27,23790.861328125,1118.2
2023-03-28,24185.896484375,1117.41
2023-03-29,25572.544921875,1119.62
2023-03-30,26353.734375,1146.36
2023-03-31,25722.04296875,1157.59
2023-04-03,25210.21484375,1183.2
2023-04-04,25288.10546875,1178.51
2023-04-05,26475.65625,1193.57
2023-04-10,26044.83203125,1200.34
2023-04-11,27629.955078125,1221.42
2023-04-12,26418.765625,1232.2
2023-04-13,27418.607421875,1240.27
2023-04-14,27800.662109375,1253.29
2023-04-17,30076.75,1257.24
2023-04-18,29832.876953125,1255.16
2023-04-19,28694.841796875,1247.97
2023-04-20,28930.58203125,1244.77
2023-04-21,27646.212890625,1215.94
2023-04-24,27312.935546875,1225.26
2023-04-25,27846.263671875,1197.65
2023-04-26,27117.134765625,1185.6
2023-04-27,27936.384765625,1167.51
2023-04-28,28018.3046875,1198.81
2023-05-02,29902.583984375,1157.99
2023-05-03,30304.015625,1158.68
2023-05-04,30304.015625,1158.6
2023-05-05,30304.015625,1164.18
2023-05-08,30312.205078125,1157.44
2023-05-09,29296.33984375,1159.53
2023-05-10,29591.26171875,1160.15
2023-05-11,29976.314453125,1143.42
2023-05-12,29894.3984375,1159.12
2023-05-15,29730.537109375,1148.13
2023-05-16,29729.80859375,1137.65
2023-05-17,28667.21484375,1134.23
2023-05-18,29484.755859375,1136.76
2023-05-19,28673.703125,1123.9
2023-05-23,29460.189453125,1122.65
2023-05-24,27698.794921875,1110.71
2023-05-25,27865.45703125,1098.6
2023-05-26,27972.171875,1100.97
2023-05-29,28730.31640625,1101.47
2023-05-30,28523.92578125,1092.64
2023-05-31,27904.734375,1099.03
2023-06-01,26831.47265625,1117.93
2023-06-02,27202.98828125,1147.97
2023-06-05,27698.337890625,1151.72
2023-06-06,28391.830078125,1193.83
2023-06-07,28210.19921875,1199.68
2023-06-08,27686.84375,1190.76
2023-06-13,27746.12890625,1185.36
2023-06-14,27244.265625,1178.28
2023-06-15,26996.591796875,1178.54
2023-06-16,26748.919921875,1173.9
2023-06-20,26748.94921875,1161.07
2023-06-21,26418.6796875,1151.83
2023-06-22,27404.427734375,1141.67
2023-06-23,25758.220703125,1133.54
2023-06-26,27046.126953125,1138.45
2023-06-27,27255.015625,1129.51
2023-06-28,25798.64453125,1127.37
2023-06-29,27088.572265625,1130.93
2023-06-30,26786.04296875,1133.6
2023-07-04,26372.8671875,1134.27
2023-07-05,24966.42578125,1121.71
2023-07-06,24966.42578125,1115.02
2023-07-07,24958.10546875,1133.11
2023-07-10,24550.3125,1130.84
2023-07-11,24633.537109375,1147.86
2023-07-12,24633.537109375,1162.39
2023-07-13,25449.115234375,1173.36
2023-07-14,25532.330078125,1164.2
2023-07-17,25374.205078125,1160.14
2023-07-18,25399.177734375,1169.79
2023-07-19,25881.85546875,1173.75
2023-07-21,25632.1953125,1172.85
2023-07-24,25299.30859375,1172.41
2023-07-25,25607.2265625,1171.24
2023-07-26,25473.775390625,1164.32
2023-07-27,25347.869140625,1166.84
2023-07-28,25331.08984375,1161.83
2023-07-31,25331.08984375,1174.7
2023-08-01,25650.033203125,1178.85
2023-08-02,25632.724609375,1160.9
2023-08-03,25431.8046875,1173.89
2023-08-04,25431.8046875,1170.23
2023-08-08,25599.666015625,1173.4
2023-08-09,24760.33984375,1166.07
2023-08-10,24995.35546875,1152.82
2023-08-11,24768.734375,1147.5
2023-08-14,24340.66796875,1145.53
2023-08-15,24861.060546875,1130.14
2023-08-16,24844.2734375,1143.55
2023-08-17,23954.58203125,1134.99
2023-08-18,24718.375,1132.66
2023-08-22,24718.375,1115.74
2023-08-23,24365.853515625,1099.55
2023-08-24,23669.208984375,1101.11
2023-08-25,23509.734375,1101.64
2023-08-28,23725.20703125,1104.31
2023-08-29,22976.822265625,1111.25
2023-08-30,22468.4921875,1114.86
2023-08-31,21731.3984375,1076.12
2023-09-01,22451.544921875,1084.71
2023-09-04,22714.19140625,1077.55
2023-09-05,21782.232421875,1051.18
2023-09-06,21392.51171875,1046.7
2023-09-07,21172.228515625,1063.29
2023-09-08,21689.041015625,1069.14
2023-09-11,21943.208984375,1062.97
2023-09-12,22027.931640625,1083.7
2023-09-13,20807.923828125,1077.85
2023-09-14,20841.8203125,1082.66
2023-09-15,21163.755859375,1098.66
2023-09-18,21621.263671875,1100.01
2023-09-19,20968.90234375,1104.73
2023-09-20,21180.701171875,1108.88
2023-09-21,21180.701171875,1095.53
2023-09-22,21180.701171875,1090.53
2023-09-25,21502.65625,1100.33
2023-09-26,21400.78515625,1089.57
2023-09-27,21400.78515625,1107.59
2023-09-28,21957.19921875,1117.73
2023-09-29,21571.986328125,1121.64
2023-10-02,21808.525390625,1112.8
2023-10-03,21400.78515625,1102.46
2023-10-04,21469.265625,1097.31
2023-10-05,21477.822265625,1092.4
2023-10-06,21400.990234375,1101.97
2023-10-09,21477.822265625,1118.25
2023-10-10,21625.66015625,1114.76
2023-10-11,21494.953125,1114.2
2023-10-12,21820.240234375,1112.09
2023-10-13,21820.240234375,1116.29
2023-10-17,21837.36328125,1119.19
2023-10-18,22171.212890625,1134.48
2023-10-19,22171.212890625,1125.6
2023-10-20,21828.802734375,1117.42
2023-10-23,21623.353515625,1108.63
2023-10-24,21811.67578125,1105.76
2023-10-25,21357.978515625,1104.19
2023-10-26,21583.767578125,1083.95
2023-10-27,21627.0234375,1093.84
2023-10-30,21627.0234375,1088.69
2023-10-31,21540.51953125,1088.15
2023-11-01,21627.0234375,1088.39
2023-11-02,21540.51953125,1097.53
2023-11-03,21419.400390625,1098.75
2023-11-07,21263.69140625,1093.71
2023-11-08,21263.69140625,1098.62
2023-11-09,21280.990234375,1104.44
2023-11-10,21436.69921875,1102.93
2023-11-14,21436.69921875,1107.45
2023-11-15,21107.970703125,1110.09
2023-11-16,21021.46484375,1108.56
2023-11-17,20727.33984375,1125.22
2023-11-20,20761.943359375,1125.16
2023-11-21,20761.943359375,1128.61
2023-11-22,20761.943359375,1131.96
2023-11-23,20761.943359375,1127.81
2023-11-24,21038.767578125,1135.46
2023-11-27,20987.17578125,1127.74
2023-11-28,20987.17578125,1127.81
2023-11-29,21424.40625,1138.69
2023-11-30,21406.916015625,1146.87
2023-12-01,21389.4296875,1151.79
2023-12-04,21074.623046875,1156.33
2023-12-05,21074.623046875,1150.1
2023-12-06,20987.17578125,1134.17
2023-12-07,20987.17578125,1145.28
2023-12-11,20987.17578125,1141.41
2023-12-12,21424.40625,1149.28
2023-12-13,21424.40625,1165.85
2023-12-14,21004.66796875,1174.7
2023-12-15,21441.8984375,1162.58
2023-12-18,21441.8984375,1163.33
2023-12-19,22438.783203125,1169.27
2023-12-20,24047.806640625,1162.66
2023-12-21,23173.33984375,1166.07
2023-12-22,23173.33984375,1170.34
2023-12-26,24287.009765625,1183.84
2023-12-27,24357.66015625,1188.17
2023-12-28,24251.6796875,1195.2
2024-01-02,24993.5390625,1222.5
2024-01-03,24993.5390625,1228.7
2024-01-04,25523.4375,1267.18
2024-01-05,26000.34375,1294.78
2024-01-09,25364.46875,1294.43
2024-01-10,25611.751953125,1288.77
2024-01-11,25965.013671875,1283.25
2024-01-12,25965.013671875,1290.92
2024-01-15,25965.013671875,1297.33
2024-01-16,26159.3203125,1292.93
2024-01-17,26229.96875,1283.84
2024-01-18,26424.267578125,1276.13
2024-01-19,26371.2734375,1274.5
2024-01-22,26371.2734375,1271.1
2024-01-23,26742.203125,1263.15
2024-01-24,26742.203125,1261.11
2024-01-25,26742.203125,1268.91
2024-01-26,26974.712890625,1282.43
2024-01-29,27420.1328125,1279.81
2024-01-30,28382.244140625,1280.17
2024-01-31,28328.79296875,1276.55
2024-02-01,28221.890625,1277.65
2024-02-02,28221.890625,1277.77
2024-02-05,28204.0703125,1272.44
2024-02-06,27616.123046875,1276.77
2024-02-07,28293.1640625,1279.26
2024-02-08,29184.0078125,1261.1
2024-02-09,27705.205078125,1248.23
2024-02-12,28079.359375,1248.18
